"state","year","ac_no","ac_name","ac_type","cand1","party1","votes1","position","vote_percent"
"Chhattisgarh",2003,7,"LUNDRA","ST","RAMCHAL","JMM",1926,7,1.96
"Chhattisgarh",2003,8,"PILKHA","ST","RAMSEWAK PAIKRA","BJP",59967,1,51.31
"Chhattisgarh",2003,8,"PILKHA","ST","CHANDA","IND",687,10,0.59
"Chhattisgarh",2003,8,"PILKHA","ST","PREM SAI","INC",39466,2,33.77
"Chhattisgarh",2003,8,"PILKHA","ST","BIRBAL","CPI",3872,3,3.31
"Chhattisgarh",2003,8,"PILKHA","ST","MAHENDRA PRASAD","IND",3400,4,2.91
"Chhattisgarh",2003,8,"PILKHA","ST","BAL SINGH","CPM",3397,5,2.91
"Chhattisgarh",2003,8,"PILKHA","ST","DUBRAJ SINGH","GGP",2246,6,1.92
"Chhattisgarh",2003,8,"PILKHA","ST","RAGHUWAR","NCP",1795,7,1.54
"Chhattisgarh",2003,8,"PILKHA","ST","NARENDRA KUMAR SINGH","IND",1184,8,1.01
"Chhattisgarh",2003,8,"PILKHA","ST","BERNADET JOSEPH","JMM",860,9,0.74
"Chhattisgarh",2003,9,"AMBIKAPUR","ST","KAMAL BHAN SINGH","BJP",65812,1,53.35
"Chhattisgarh",2003,9,"AMBIKAPUR","ST","MADAN GOPAL SINGH","INC",28590,2,23.18
"Chhattisgarh",2003,9,"AMBIKAPUR","ST","PRABODH MINJ","NCP",14568,3,11.81
"Chhattisgarh",2003,9,"AMBIKAPUR","ST","GURUSHARAN SINGH PAINKARA","BSP",4011,4,3.25
"Chhattisgarh",2003,9,"AMBIKAPUR","ST","SMT FULESWARI SINGH","IND",3935,5,3.19
"Chhattisgarh",2003,9,"AMBIKAPUR","ST","GANJHA RAM THAKUR","SP",2977,6,2.41
"Chhattisgarh",2003,9,"AMBIKAPUR","ST","BANSIDHAR URAWAN","JMM",1406,7,1.14
"Chhattisgarh",2003,9,"AMBIKAPUR","ST","DEVNARAYAN SINGH","IND",1069,8,0.87
"Chhattisgarh",2003,9,"AMBIKAPUR","ST","PRAVEEN KUMAR","IND",995,9,0.81
"Chhattisgarh",2003,10,"SITAPUR","ST","AMARJEET","INC",35369,1,42.63
"Chhattisgarh",2003,10,"SITAPUR","ST","RAJA RAM BHAGAT","BJP",30267,2,36.48
"Chhattisgarh",2003,10,"SITAPUR","ST","AMAR SINGH","NCP",9037,3,10.89
"Chhattisgarh",2003,10,"SITAPUR","ST","FUL SAI LAKRA","IND",3083,4,3.72
"Chhattisgarh",2003,10,"SITAPUR","ST","BHUNESWAR SINGH PAINKARA","SP",1575,5,1.9
"Chhattisgarh",2003,10,"SITAPUR","ST","NET RAM","IND",1547,6,1.86
"Chhattisgarh",2003,10,"SITAPUR","ST","AALAM SAI GHICHHA MANJHI","IND",1294,7,1.56
"Chhattisgarh",2003,10,"SITAPUR","ST","SHIRACHAND","JMM",789,8,0.95
"Chhattisgarh",2003,11,"BAGICHA","ST","GANESH RAM BHAGAT","BJP",43846,1,50.27
"Chhattisgarh",2003,11,"BAGICHA","ST","ANAND LAL KUJUR","INC",33274,2,38.15
"Chhattisgarh",2003,11,"BAGICHA","ST","RAM MUNI","IND",2456,3,2.82
"Chhattisgarh",2003,11,"BAGICHA","ST","JOWAKIM","NCP",1996,4,2.29
"Chhattisgarh",2003,11,"BAGICHA","ST","HEMLATA","BSP",1857,5,2.13
"Chhattisgarh",2003,11,"BAGICHA","ST","INJOR SAI","IND",1290,6,1.48
"Chhattisgarh",2003,11,"BAGICHA","ST","JEEVAN","IND",1132,7,1.3
"Chhattisgarh",2003,11,"BAGICHA","ST","ANDHERIAS","IND",797,8,0.91
"Chhattisgarh",2003,11,"BAGICHA","ST","RAMVRISHA","JMM",576,9,0.66
"Chhattisgarh",2003,12,"JASHPUR","ST","RAJ SHARAN BHAGAT","BJP",45295,1,50.24
"Chhattisgarh",2003,12,"JASHPUR","ST","VIKARAM BHAGAT","INC",35732,2,39.63
"Chhattisgarh",2003,12,"JASHPUR","ST","MANOHAR MINJ","NCP",3320,3,3.68
"Chhattisgarh",2003,12,"JASHPUR","ST","ANANT DAN MINJ","IND",2050,4,2.27
"Chhattisgarh",2003,12,"JASHPUR","ST","SUBHASH","BSP",1709,5,1.9
"Chhattisgarh",2003,12,"JASHPUR","ST","TULSI BAIGA","GGP",1041,6,1.15
"Chhattisgarh",2003,12,"JASHPUR","ST","JAIPRAKASH","JMM",1019,7,1.13
"Chhattisgarh",2003,13,"TAPKARA","ST","BHARAT SAI","BJP",42213,1,48.43
"Chhattisgarh",2003,13,"TAPKARA","ST","MOHAN SAI","INC",28622,2,32.84
"Chhattisgarh",2003,13,"TAPKARA","ST","JOLPHOLHEM","IND",8284,3,9.5
"Chhattisgarh",2003,13,"TAPKARA","ST","THEODOR","BSP",3982,4,4.57
"Chhattisgarh",2003,13,"TAPKARA","ST","MEGHNATH SAI","NCP",2234,5,2.56
"Chhattisgarh",2003,13,"TAPKARA","ST","PARMANAND","JMM",1823,6,2.09
"Chhattisgarh",2003,14,"PATHALGAON","ST","RAMPUKAR SINGH","INC",37205,1,38.21
"Chhattisgarh",2003,14,"PATHALGAON","ST","VISHNUDEV SAI","BJP",36888,2,37.89
"Chhattisgarh",2003,14,"PATHALGAON","ST","NEHRU LAKDA","NCP",12314,3,12.65
"Chhattisgarh",2003,14,"PATHALGAON","ST","AMRIT","SP",6657,4,6.84
"Chhattisgarh",2003,14,"PATHALGAON","ST","PURAN SINGH","IND",4302,5,4.42
"Chhattisgarh",2003,15,"DHARAMJAIGARH","ST","OM PRAKASH RATHIA","BJP",50148,1,49.62
"Chhattisgarh",2003,15,"DHARAMJAIGARH","ST","CHANESH RAM RATHIA","INC",34530,2,34.16
"Chhattisgarh",2003,15,"DHARAMJAIGARH","ST","SHYAM SUNDER RATHIA","NCP",5640,3,5.58
"Chhattisgarh",2003,15,"DHARAMJAIGARH","ST","SADHU RAM RATHIA","IND",5048,4,4.99
"Chhattisgarh",2003,15,"DHARAMJAIGARH","ST","BALAK RAM RATHIA","IND",2242,5,2.22
"Chhattisgarh",2003,15,"DHARAMJAIGARH","ST","HARICHAND","GGP",2162,6,2.14
"Chhattisgarh",2003,15,"DHARAMJAIGARH","ST","JALINDHAR RATHIA","CSP",1301,7,1.29
"Chhattisgarh",2003,16,"LAILUNGA","ST","SATYANAND RATHIA","BJP",41165,1,43.77
"Chhattisgarh",2003,16,"LAILUNGA","ST","PREM SINGH SIDAR","INC",35275,2,37.51
"Chhattisgarh",2003,16,"LAILUNGA","ST","CHAIT RAM","IND",4859,3,5.17
"Chhattisgarh",2003,16,"LAILUNGA","ST","AKABAR SINGH SIDAR JAGAT","IND",3909,4,4.16
"Chhattisgarh",2003,16,"LAILUNGA","ST","RAM PRASAD PAIKARA","NCP",3796,5,4.04
"Chhattisgarh",2003,16,"LAILUNGA","ST","GOVIND SINGH NETI","GGP",3069,6,3.26
"Chhattisgarh",2003,16,"LAILUNGA","ST","SHASHI BHUSHAN","SP",1980,7,2.11
"Chhattisgarh",2003,17,"RAIGARH","GEN","VIJAY AGRAWAL","BJP",52310,1,46.55
"Chhattisgarh",2003,17,"RAIGARH","GEN","JAGAN PRASAD","IND",430,10,0.38
"Chhattisgarh",2003,17,"RAIGARH","GEN","KAMRISH SINGH","IND",358,11,0.32
"Chhattisgarh",2003,17,"RAIGARH","GEN","KRISHNA KUMAR","INC",43871,2,39.04
"Chhattisgarh",2003,17,"RAIGARH","GEN","SANTOSH RAI","NCP",6522,3,5.8
"Chhattisgarh",2003,17,"RAIGARH","GEN","PT. KESHAVA PRASAD MISHRA","BSP",3617,4,3.22
"Chhattisgarh",2003,17,"RAIGARH","GEN","VIJAY BHAIYA","IND",1799,5,1.6
"Chhattisgarh",2003,17,"RAIGARH","GEN","RAM KUMAR","IND",1589,6,1.41
"Chhattisgarh",2003,17,"RAIGARH","GEN","RAZZAQ SABARI","IND",955,7,0.85
"Chhattisgarh",2003,17,"RAIGARH","GEN","JEVAN LAL","SP",482,8,0.43
"Chhattisgarh",2003,17,"RAIGARH","GEN","NATWAR LAL DEWANGAN","CSP",435,9,0.39
"Chhattisgarh",2003,18,"KHARSIA","GEN","NAND KUMAR PATEL","INC",70433,1,61.06
"Chhattisgarh",2003,18,"KHARSIA","GEN","LAXMI PRASAD PATEL","BJP",37665,2,32.65
"Chhattisgarh",2003,18,"KHARSIA","GEN","VISHNU TIWARI","NCP",2476,3,2.15
"Chhattisgarh",2003,18,"KHARSIA","GEN","HARI LAL PATEL","IND",2397,4,2.08
"Chhattisgarh",2003,18,"KHARSIA","GEN","SHANT KUMAR","IND",1410,5,1.22
"Chhattisgarh",2003,18,"KHARSIA","GEN","BHAIYA LAL","GGP",545,6,0.47
"Chhattisgarh",2003,18,"KHARSIA","GEN","UJAGAR LAL VARMA","IND",429,7,0.37
"Chhattisgarh",2003,19,"SARIA","GEN","DR. SHAKAJEET NAYAK","INC",39962,1,37.84
"Chhattisgarh",2003,19,"SARIA","GEN","DAYARAM","SP",430,10,0.41
"Chhattisgarh",2003,19,"SARIA","GEN","VIRAJESHWAR PRADHAN","IND",21669,2,20.52
"Chhattisgarh",2003,19,"SARIA","GEN","JAGANATH PANIGRAHI","BJP",19305,3,18.28
"Chhattisgarh",2003,19,"SARIA","GEN","DR. PARIVESH MISHRA","NCP",9235,4,8.74
"Chhattisgarh",2003,19,"SARIA","GEN","NEM CHAND AGRAWAL","IND",6245,5,5.91
"Chhattisgarh",2003,19,"SARIA","GEN","JAWAHAR LAL","IND",4539,6,4.3
"Chhattisgarh",2003,19,"SARIA","GEN","TATHAGAT SHRIVASTAVA","JD(U)",2103,7,1.99
"Chhattisgarh",2003,19,"SARIA","GEN","NANDE RAM","IND",1563,8,1.48
"Chhattisgarh",2003,19,"SARIA","GEN","ROHIT KUMAR","CSP",568,9,0.54
"Chhattisgarh",2003,20,"SARANGARH","SC","KU. KAMDA JOLHE","BSP",32577,1,33.12
"Chhattisgarh",2003,20,"SARANGARH","SC","DHANKA","CSP",741,10,0.75
"Chhattisgarh",2003,20,"SARANGARH","SC","PILA RAM ANANT","IND",738,11,0.75
"Chhattisgarh",2003,20,"SARANGARH","SC","SHYAM SUNDER","BJP",24419,2,24.83
"Chhattisgarh",2003,20,"SARANGARH","SC","RAVI BHARDWAJ","INC",24160,3,24.57
"Chhattisgarh",2003,20,"SARANGARH","SC","SHAMSHER SINGH","IND",7629,4,7.76
"Chhattisgarh",2003,20,"SARANGARH","SC","PURI RAM CHAUHAN","NCP",4410,5,4.48
"Chhattisgarh",2003,20,"SARANGARH","SC","NANDAU","IND",1105,6,1.12
"Chhattisgarh",2003,20,"SARANGARH","SC","GHURAU RAM SARTHI","IND",920,7,0.94
"Chhattisgarh",2003,20,"SARANGARH","SC","AJESH","SP",860,8,0.87
"Chhattisgarh",2003,20,"SARANGARH","SC","MOHAN LAL","IND",792,9,0.81
"Chhattisgarh",2003,21,"RAMPUR","ST","NANKI RAM","BJP",35642,1,34.03
"Chhattisgarh",2003,21,"RAMPUR","ST","MAHETTAR SINGH KORRAM","GGP",728,10,0.7
"Chhattisgarh",2003,21,"RAMPUR","ST","KU. LATA SINGH","RPI(A)",575,11,0.55
"Chhattisgarh",2003,21,"RAMPUR","ST","PYARE LAL","INC",35262,2,33.67
"Chhattisgarh",2003,21,"RAMPUR","ST","DURGA PRASAD RATHIYA","IND",16463,3,15.72
"Chhattisgarh",2003,21,"RAMPUR","ST","BUDHWAR SINGH","IND",4391,4,4.19
"Chhattisgarh",2003,21,"RAMPUR","ST","SHYAMLAL KANWAR","BSP",4361,5,4.16
"Chhattisgarh",2003,21,"RAMPUR","ST","D.L. MARKAM","NCP",3950,6,3.77
"Chhattisgarh",2003,21,"RAMPUR","ST","HEMLATA","YGP",1380,7,1.32
"Chhattisgarh",2003,21,"RAMPUR","ST","SONKUNWAR","SP",995,8,0.95
"Chhattisgarh",2003,21,"RAMPUR","ST","KALYAN SINGH TANWAR","IND",979,9,0.93
"Chhattisgarh",2003,22,"KATGHORA","GEN","BODHRAM KANWAR","INC",79049,1,42.33
"Chhattisgarh",2003,22,"KATGHORA","GEN","ASLAM JUGNU","JD(U)",1546,10,0.83
"Chhattisgarh",2003,22,"KATGHORA","GEN","SANTRAM BHARIYA","IND",1527,11,0.82
"Chhattisgarh",2003,22,"KATGHORA","GEN","SHYAM YADAV","SP",1509,12,0.81
"Chhattisgarh",2003,22,"KATGHORA","GEN","CHHATLAL YADAV","YGP",1216,13,0.65
"Chhattisgarh",2003,22,"KATGHORA","GEN","BHARAT LAL CHAUHAN","RPI",905,14,0.48
"Chhattisgarh",2003,22,"KATGHORA","GEN","RAJESH KUMAR","IND",884,15,0.47
"Chhattisgarh",2003,22,"KATGHORA","GEN","CHAITI DEVI MAHANT","CSP",824,16,0.44
"Chhattisgarh",2003,22,"KATGHORA","GEN","CHANDRABHUSAN MAHATO","LJNSP",661,17,0.35
"Chhattisgarh",2003,22,"KATGHORA","GEN","BANWARI LAL (BANWARI BHAIYYA)","BJP",75196,2,40.27
"Chhattisgarh",2003,22,"KATGHORA","GEN","RAVI KUMAR MARAR (PATEL)","GGP",5757,3,3.08
"Chhattisgarh",2003,22,"KATGHORA","GEN","BADRI PRASHAD RATHORE (GURUJI)","BSP",4856,4,2.6
"Chhattisgarh",2003,22,"KATGHORA","GEN","SANAND DAS DIWAN","IND",3735,5,2
"Chhattisgarh",2003,22,"KATGHORA","GEN","JANAK DAS KULDIP","CPM",2621,6,1.4
"Chhattisgarh",2003,22,"KATGHORA","GEN","NAUSHAD","NCP",2363,7,1.27
"Chhattisgarh",2003,22,"KATGHORA","GEN","BODHRAM","IND",2307,8,1.24
"Chhattisgarh",2003,22,"KATGHORA","GEN","BHAGIRATH PRASAD AGRAWAL","IND",1786,9,0.96
"Chhattisgarh",2003,23,"TANAKHAR","ST","RAM DAYAL UIKE","INC",48844,1,42.72
"Chhattisgarh",2003,23,"TANAKHAR","ST","NAND KUMAR KANWAR","IND",1156,10,1.01
"Chhattisgarh",2003,23,"TANAKHAR","ST","GANESH RAM JAGAT","SP",894,11,0.78
"Chhattisgarh",2003,23,"TANAKHAR","ST","BUDH RAM SINGH KANWAR","CSP",615,12,0.54
"Chhattisgarh",2003,23,"TANAKHAR","ST","HEERA SINGH MARKAM","GGP",28531,2,24.95
"Chhattisgarh",2003,23,"TANAKHAR","ST","HERAMBH SHARAN SINGH ALIAS KUMAR INDRAJEET SINGH","BJP",20803,3,18.19
"Chhattisgarh",2003,23,"TANAKHAR","ST","SURAJ SINGH SHYAM","IND",5547,4,4.85
"Chhattisgarh",2003,23,"TANAKHAR","ST","RAMNARAYAN MARAVI","NCP",2126,5,1.86
"Chhattisgarh",2003,23,"TANAKHAR","ST","DHANWAR VEDLAL VANWASI","IND",1806,6,1.58
"Chhattisgarh",2003,23,"TANAKHAR","ST","NOHAR SINGH BINJHWAR","IND",1460,7,1.28
"Chhattisgarh",2003,23,"TANAKHAR","ST","SUNDAR SINGH MARKAM","YGP",1334,8,1.17
"Chhattisgarh",2003,23,"TANAKHAR","ST","CHHATTAR SINGH PORTE","IND",1221,9,1.07
"Chhattisgarh",2003,24,"MARWAHI","ST","AJIT JOGI","INC",76269,1,69.72
"Chhattisgarh",2003,24,"MARWAHI","ST","NAND KUMAR SAI","BJP",22119,2,20.22
"Chhattisgarh",2003,24,"MARWAHI","ST","SAMAROO RAM","IND",4628,3,4.23
"Chhattisgarh",2003,24,"MARWAHI","ST","HEMWANT BHAWAR SINGH PORTE","NCP",2927,4,2.68
"Chhattisgarh",2003,24,"MARWAHI","ST","DR. URMILA MARKO","GGP",1607,5,1.47
"Chhattisgarh",2003,24,"MARWAHI","ST","SHIVHARI","LJNSP",1077,6,0.98
"Chhattisgarh",2003,24,"MARWAHI","ST","BUDRAM SINGH KANWAR","CSP",765,7,0.7
"Chhattisgarh",2003,25,"KOTA","GEN","RAJENDRA PRASAD SHUKLA","INC",39545,1,39.57
"Chhattisgarh",2003,25,"KOTA","GEN","BHUPENDRA SINGH","BJP",37866,2,37.89
"Chhattisgarh",2003,25,"KOTA","GEN","DR. URMILA MARKO","GGP",10146,3,10.15
"Chhattisgarh",2003,25,"KOTA","GEN","PRADEEP KUMAR ALIAS DIPPU","NCP",4123,4,4.13
"Chhattisgarh",2003,25,"KOTA","GEN","SHAMBHU PRASAD SHARMA","IND",3023,5,3.03
"Chhattisgarh",2003,25,"KOTA","GEN","RAMBILAS","IND",2013,6,2.01
"Chhattisgarh",2003,25,"KOTA","GEN","RAMSUKH NAPIT","IND",1556,7,1.56
"Chhattisgarh",2003,25,"KOTA","GEN","MADANLAL JAISAWAL","IND",890,8,0.89
"Chhattisgarh",2003,25,"KOTA","GEN","DWARIKA PRASAD","LJNSP",771,9,0.77
"Chhattisgarh",2003,26,"LORMI","GEN","DHARMJEET SINGH","INC",47998,1,40.99
"Chhattisgarh",2003,26,"LORMI","GEN","MUNIRAM SAHU","BJP",32332,2,27.61
"Chhattisgarh",2003,26,"LORMI","GEN","VISHWANATH SINGH PORTE","GGP",11407,3,9.74
"Chhattisgarh",2003,26,"LORMI","GEN","SWARATH LAL DIWAKAR","BSP",10083,4,8.61
"Chhattisgarh",2003,26,"LORMI","GEN","MAHANT YOGENDRA KUMAR DAS (CHHOTE RAJA)","NCP",9427,5,8.05
"Chhattisgarh",2003,26,"LORMI","GEN","MUNI RAM","IND",3443,6,2.94
"Chhattisgarh",2003,26,"LORMI","GEN","PADARATH LAL SAHU","IND",1403,7,1.2
"Chhattisgarh",2003,26,"LORMI","GEN","SHATRUHAN","LSWP",1002,8,0.86
"Chhattisgarh",2003,27,"MUNGELI","SC","CHANDRABHAN","INC",41377,1,43.47
"Chhattisgarh",2003,27,"MUNGELI","SC","VIKRAM MOHILE","BJP",34621,2,36.37
"Chhattisgarh",2003,27,"MUNGELI","SC","RAM KUMAR BHATTA","NCP",10911,3,11.46
"Chhattisgarh",2003,27,"MUNGELI","SC","TUKLAL GARG","BSP",3670,4,3.86
"Chhattisgarh",2003,27,"MUNGELI","SC","SAVITRI","SP",3219,5,3.38
"Chhattisgarh",2003,27,"MUNGELI","SC","JAGANNATH","LJNSP",1388,6,1.46
"Chhattisgarh",2003,28,"JARHAGAON","SC","CHURAWAN MANGESHKAR","INC",46744,1,51.13
"Chhattisgarh",2003,28,"JARHAGAON","SC","CHOUWADAS KHANDEKAR","BJP",34759,2,38.02
"Chhattisgarh",2003,28,"JARHAGAON","SC","SHAKUNTALA MIRE","BSP",3938,3,4.31
"Chhattisgarh",2003,28,"JARHAGAON","SC","RUKHMANI","SP",3044,4,3.33
"Chhattisgarh",2003,28,"JARHAGAON","SC","RAMKAUSHAL SONWANI","NCP",2936,5,3.21
"Chhattisgarh",2003,29,"TAKHATPUR","GEN","BALRAM SINGH","INC",39362,1,41.9
"Chhattisgarh",2003,29,"TAKHATPUR","GEN","DINESH KUMAR VASTRAKAR","IND",831,10,0.88
"Chhattisgarh",2003,29,"TAKHATPUR","GEN","SURENDRA KUMAR KHANDE","LJNSP",684,11,0.73
"Chhattisgarh",2003,29,"TAKHATPUR","GEN","ASHOK &quot;MANAV&quot; BRAMHACHARI","IND",481,12,0.51
"Chhattisgarh",2003,29,"TAKHATPUR","GEN","JAGJEET SINGH MAKKAD","BJP",32671,2,34.78
"Chhattisgarh",2003,29,"TAKHATPUR","GEN","DHANUSH RAM","BSP",5284,3,5.62
"Chhattisgarh",2003,29,"TAKHATPUR","GEN","RANJAN SARKHEL","GGP",3561,4,3.79
"Chhattisgarh",2003,29,"TAKHATPUR","GEN","ANJANA MULKALWAR","IND",2995,5,3.19
"Chhattisgarh",2003,29,"TAKHATPUR","GEN","VIJAY KUMAR SAHU","IND",2801,6,2.98
"Chhattisgarh",2003,29,"TAKHATPUR","GEN","GHANSHYAM ALIAS SADHELAL","IND",2799,7,2.98
"Chhattisgarh",2003,29,"TAKHATPUR","GEN","BABLA SINGH THAKUR","NCP",1311,8,1.4
"Chhattisgarh",2003,29,"TAKHATPUR","GEN","RAJESH KUMAR NIRMALKAR","SP",1166,9,1.24
"Chhattisgarh",2003,30,"BILASPUR","GEN","AMAR AGRAWAL","BJP",61154,1,46.61
"Chhattisgarh",2003,30,"BILASPUR","GEN","SANJAY (BABU) AGRAWAL","SJP(R)",207,10,0.16
"Chhattisgarh",2003,30,"BILASPUR","GEN","AMAR","IND",192,11,0.15
"Chhattisgarh",2003,30,"BILASPUR","GEN","ARJUN SHRIVAS","IND",176,12,0.13
"Chhattisgarh",2003,30,"BILASPUR","GEN","SHARAT CHAND","LJNSP",152,13,0.12
"Chhattisgarh",2003,30,"BILASPUR","GEN","ANIL KUMAR TAH","INC",55311,2,42.16
"Chhattisgarh",2003,30,"BILASPUR","GEN","ASHOK AGRAWAL","SP",6179,3,4.71
"Chhattisgarh",2003,30,"BILASPUR","GEN","B.R. YADAV","NCP",3435,4,2.62
"Chhattisgarh",2003,30,"BILASPUR","GEN","RAMESH AAHUJA","IND",2016,5,1.54
"Chhattisgarh",2003,30,"BILASPUR","GEN","RAJENDRA MOURYA","BSP",1063,6,0.81
"Chhattisgarh",2003,30,"BILASPUR","GEN","GAJANAN BURANGE","IND",840,7,0.64
"Chhattisgarh",2003,30,"BILASPUR","GEN","ASHOK KUMAR SHRIVASTAVA","IND",266,8,0.2
"Chhattisgarh",2003,30,"BILASPUR","GEN","MUKESH JALAN","RPI(A)",212,9,0.16
