"state","sa_no","year","month","ac_no","ac_name","turnout","vote_percent","ac_type","electors","margin","n_cand","position","sex1","party1","votes1","cand1","margin_percent","runner","runner_party","runner_sex","nota_percent"
"Jharkhand",1,2005,2,1,"RAJMAHAL",62.98,25.72,"General",225100,11176,24,1,"Male","INC",36472,"THOMAS HANSDA",7.88,"ARUN MANDAL","IND","M",NA
"Jharkhand",1,2005,2,2,"BORIO",58.3,39.74,"ST",192282,6319,15,1,"Male","BJP",44546,"TALA MARANDI",5.64,"LOBIN HEMBRUM","JMM","M",NA
"Jharkhand",1,2005,2,3,"BARHAIT",56.74,45.92,"ST",162489,13739,15,1,"Male","JMM",42332,"THOMAS SOREN",14.9,"SIMON MALTO","BJP","M",NA
"Jharkhand",1,2005,2,4,"LITIPARA",60.15,32.28,"ST",152751,7197,11,1,"Male","JMM",29661,"SUSHILA HANSDAK",7.83,"SOM MARANDI","BJP","M",NA
"Jharkhand",1,2005,2,5,"PAKAUR",67.5,48.1,"General",220945,25736,12,1,"Male","INC",71736,"ALAMGIR ALAM",17.26,"BENI PRASAD GUPTA","BJP","M",NA
"Jharkhand",1,2005,2,6,"MAHESHPUR",62.69,41.98,"ST",172991,12816,8,1,"Male","JMM",45520,"SUPHAL MARANDI",11.82,"DEBIDHAN BESRA","BJP","M",NA
"Jharkhand",1,2005,2,7,"SIKARIPARA",54.03,29.66,"ST",173000,3082,14,1,"Male","JMM",27723,"NALIN SOREN",3.3,"RAJA MARANDI","JD(U)","M",NA
"Jharkhand",1,2005,2,8,"NALA",57.24,30,"General",179650,1122,16,1,"Male","JMM",30847,"RABINDRA NATH MAHATO",1.09,"SATYANAND JHA","BJP","M",NA
"Jharkhand",1,2005,2,9,"JAMTARA",NA,NA,"General",210012,3492,18,1,"Male","BJP",49387,"BISHNU PRASAD BHAIYA",NA,"IRFAN ANSARI","INC","M",NA
"Jharkhand",1,2005,2,10,"DUMKA",54.83,38.65,"ST",195067,5347,15,1,"Male","IND",41340,"STEPHEN MARANDI",5,"MOHRIL MURMU","BJP","M",NA
