"state","year","month","party","votes"
"Maharashtra",1962,2,"REP","5.38"
"Maharashtra",1962,2,"CPI","5.9"
"Maharashtra",1967,2,"CPI","4.87"
"Maharashtra",1972,2,"CPI","2.73"
"Maharashtra",1978,2,"CPI","1.48"
"Maharashtra",1980,2,"CPI","1.31"
"Maharashtra",1985,2,"CPI","0.92"
"Maharashtra",1990,2,"CPI","0.74"
"Maharashtra",1995,2,"CPI","0.32"
"Maharashtra",1999,2,"CPI","0.15"
"Maharashtra",2004,2,"CPI","0.14"
"Maharashtra",2009,2,"CPI","0.14"
"Maharashtra",2014,2,"CPI","0.13"
"Maharashtra",1962,2,"INC","51.22"
"Maharashtra",1967,2,"INC","47.03"
"Maharashtra",1972,2,"INC","56.36"
"Maharashtra",1978,2,"INC","25.33"
"Maharashtra",1985,2,"INC","43.41"
"Maharashtra",1990,2,"INC","38.18"
"Maharashtra",1995,2,"INC","31.01"
"Maharashtra",1999,2,"INC","27.2"
"Maharashtra",2004,2,"INC","21.06"
"Maharashtra",2009,2,"INC","20.96"
"Maharashtra",2014,2,"INC","17.95"
"Maharashtra",1962,2,"PSP","7.23"
"Maharashtra",1967,2,"PSP","4.08"
"Maharashtra",1962,2,"IND","16.74"
"Maharashtra",1967,2,"IND","14.57"
"Maharashtra",1972,2,"IND","12.68"
"Maharashtra",1978,2,"IND","14.06"
"Maharashtra",1980,2,"IND","8.03"
"Maharashtra",1985,2,"IND","17.49"
"Maharashtra",1990,2,"IND","13.59"
"Maharashtra",1995,2,"IND","23.61"
"Maharashtra",1999,2,"IND","9.49"
"Maharashtra",2004,2,"IND","14.05"
"Maharashtra",2009,2,"IND","15.5"
"Maharashtra",2014,2,"IND","4.71"
"Maharashtra",1962,2,"PWP","7.47"
"Maharashtra",1967,2,"PWP","7.8"
"Maharashtra",1972,2,"PWP","5.66"
"Maharashtra",1978,2,"PWP","5.54"
"Maharashtra",1980,2,"PWP","4.14"
"Maharashtra",1985,2,"PWP","3.77"
"Maharashtra",1990,2,"PWP","2.42"
"Maharashtra",1995,2,"PWP","2.05"
"Maharashtra",1967,2,"BJS","8.17"
"Maharashtra",1972,2,"BJS","6.25"
"Maharashtra",1967,2,"RPI","6.66"
"Maharashtra",1972,2,"RPI","3.77"
"Maharashtra",1978,2,"RPI","1.06"
"Maharashtra",1980,2,"RPI","0.76"
"Maharashtra",1985,2,"RPI","1"
"Maharashtra",1990,2,"RPI","0.7"
"Maharashtra",1995,2,"RPI","0.15"
"Maharashtra",1999,2,"RPI","0.69"
"Maharashtra",2004,2,"RPI","0.15"
"Maharashtra",2009,2,"RPI","0.1"
"Maharashtra",2014,2,"RPI","0.12"
"Maharashtra",1972,2,"SOP","4.58"
"Maharashtra",1978,2,"JNP","27.99"
"Maharashtra",1985,2,"JNP","7.38"
"Maharashtra",1972,2,"SHS","1.84"
"Maharashtra",1978,2,"SHS","1.82"
"Maharashtra",1990,2,"SHS","15.94"
"Maharashtra",1995,2,"SHS","16.4"
"Maharashtra",1999,2,"SHS","17.33"
"Maharashtra",2004,2,"SHS","19.97"
"Maharashtra",2009,2,"SHS","16.27"
"Maharashtra",2014,2,"SHS","19.35"
"Maharashtra",1978,2,"INC(I)","18.34"
"Maharashtra",1980,2,"INC(I)","44.5"
"Maharashtra",1980,2,"JNP(JP)","8.61"
"Maharashtra",1990,2,"JNP(JP)","0.11"
"Maharashtra",1980,2,"BJP","9.38"
"Maharashtra",1985,2,"BJP","7.25"
"Maharashtra",1990,2,"BJP","10.71"
"Maharashtra",1995,2,"BJP","12.81"
"Maharashtra",1999,2,"BJP","14.54"
"Maharashtra",2004,2,"BJP","13.67"
"Maharashtra",2009,2,"BJP","14.03"
"Maharashtra",2014,2,"BJP","27.81"
"Maharashtra",1980,2,"INC(U)","20.5"
"Maharashtra",1985,2,"ICS","17.28"
"Maharashtra",1995,2,"ICS","0.17"
"Maharashtra",1990,2,"JD","12.72"
"Maharashtra",1995,2,"JD","5.87"
"Maharashtra",1995,2,"BBMS","3.03"
"Maharashtra",1999,2,"BBM","1.85"
"Maharashtra",2004,2,"BBM","1.23"
"Maharashtra",2009,2,"BBM","0.83"
"Maharashtra",2014,2,"BBM","0.89"
"Maharashtra",1999,2,"NCP","22.6"
"Maharashtra",2004,2,"NCP","18.75"
"Maharashtra",2009,2,"NCP","16.39"
"Maharashtra",2014,2,"NCP","17.24"
"Maharashtra",1990,2,"BSP","0.42"
"Maharashtra",1995,2,"BSP","1.49"
"Maharashtra",1999,2,"BSP","0.39"
"Maharashtra",2004,2,"BSP","4"
"Maharashtra",2009,2,"BSP","2.35"
"Maharashtra",2014,2,"BSP","2.25"
"Maharashtra",2009,2,"MNS","5.71"
"Maharashtra",2014,2,"MNS","3.15"
